DISTRICT,DATE_OF_VALUATION,LOT_SIZE,CATEGORY,SECTOR,PRO_TYPE,NO_OF_FLOOR,ALAMAT,SCHEME,PRICE,YEAR
Mukim Ampang,26/1/2018,463.0,Vacant Residential Plot,Residential,Vacant Plot,1.0,"46,LORONG 4",KPG DESA PAHLAWAN,680000,2018
Mukim Ampang,28/11/2018,138.0,Condominium/Apartment,Residential,Condominium/Apartment,4.0,"H6-0-4,OFF JLN KG PANDAN",MENARA POLO,680000,2018
Mukim Ampang,12/4/2018,119.0,Condominium/Apartment,Residential,Condominium/Apartment,17.0,"B-12-8,JLN PERTIWI",PERTIWI INDAH APARTMENT,670000,2018
Mukim Ampang,12/6/2018,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-7-7,JLN PERTIWI",PERTIWI INDAH APARTMENT,660000,2018
Mukim Ampang,19/2/2020,148.0,Town Houses,Residential,Town House,4.0,"B-1-001 (P: B-1-1),JALAN RITCHIE, OFF JLN AMPANG H",AMPANG 971 CONDO,656000,2020
Mukim Ampang,13/8/2020,148.0,Town Houses,Residential,Town House,6.0,"B-1-04 (P: B-1-4),JALAN RITCHIE, OFF JLN AMPANG HI",AMPANG 971 CONDO,656000,2020
Mukim Ampang,5/6/2018,138.0,Condominium/Apartment,Residential,Condominium/Apartment,4.0,"H6-01-4,OFF JLN KG PANDAN",MENARA POLO,650000,2018
Mukim Ampang,12/3/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-6-6,JLN PERTIWI",PERTIWI INDAH APARTMENT,650000,2019
Mukim Ampang,28/3/2017,113.0,Condominium/Apartment,Residential,Condominium/Apartment,21.0,"2-01,AMPANG HILIR",TARA KONDOMINIUM,650000,2017
Mukim Ampang,9/10/2020,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"NO.17,JALAN PRIA 3",TMN MALURI,650000,2020
Mukim Ampang,25/9/2018,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"B-6-7,JLN PERTIWI",PERTIWI INDAH APARTMENT,630000,2018
Mukim Ampang,18/4/2017,137.0,Condominium/Apartment,Residential,Condominium/Apartment,4.0,"D1-3-2,JLN KG PANDAN",DESA PANDAN,623000,2017
Mukim Ampang,14/9/2020,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"18,JLN WIRAWATI 9",TMN MALURI,600000,2020
Mukim Ampang,14/9/2020,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"18,JLN WIRAWATI 9",TMN MALURI,600000,2020
Mukim Ampang,14/9/2020,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"18,JLN WIRAWATI 9",TMN MALURI,600000,2020
Mukim Ampang,2/1/2020,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H6-1-1,OF JLN KG PANDAN",MENARA POLO,600000,2020
Mukim Ampang,17/7/2017,119.0,Condominium/Apartment,Residential,Condominium/Apartment,17.0,"B-5-8,JLN PERTIWI",PERTIWI INDAH APARTMENT,600000,2017
Mukim Ampang,6/6/2018,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-6-6,JLN PERTIWI",PERTIWI INDAH APARTMENT,600000,2018
Mukim Ampang,22/6/2020,228.627,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"19,JALAN WIRAWATI 2",TMN MALURI,580000,2020
Mukim Ampang,5/12/2019,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"21,JALAN PRIA",TMN MALURI,580000,2019
Mukim Ampang,17/7/2017,119.38,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-10-5,JLN PERTIWI",PERTIWI INDAH APARTMENT,580000,2017
Mukim Ampang,22/2/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"B-1-6,JLN PERTIWI",PERTIWI INDAH APARTMENT,580000,2019
Mukim Ampang,2/8/2018,208.096,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"24,JALAN WIRAWATI 4",TMN MALURI,570000,2018
Mukim Ampang,23/1/2017,1226.0,Detached House,Residential,Detached,1.0,"48,LORONG B1",KG PANDAN,560000,2017
Mukim Ampang,20/3/2019,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H2-16-04,OF JLN KG PANDAN",MENARA POLO,560000,2019
Mukim Ampang,28/8/2020,161.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H1-16-04,OF JLN KG PANDAN",MENARA POLO,560000,2020
Mukim Ampang,29/7/2020,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H7-2-6,OF JLN KG PANDAN",MENARA POLO,560000,2020
Mukim Ampang,24/9/2018,102.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"C-16-1,JLN PERTIWI",PERTIWI INDAH APARTMENT,560000,2018
Mukim Ampang,16/2/2017,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"NO 36,JLN WIRAWATI 9",TMN MALURI,560000,2017
Mukim Ampang,16/2/2017,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"NO 36,JLN WIRAWATI 9",TMN MALURI,560000,2017
Mukim Ampang,23/8/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"B-2-7,JLN PERTIWI",PERTIWI INDAH APARTMENT,555000,2019
Mukim Ampang,14/9/2018,137.96,Condominium/Apartment,Residential,Condominium/Apartment,21.0,"H1-12-5,OFF JLN KG PANDAN",MENARA POLO,550000,2018
Mukim Ampang,4/11/2020,161.0,Condominium/Apartment,Residential,Condominium/Apartment,21.0,"H2-15-05,OFF JLN KG PANDAN",MENARA POLO,550000,2020
Mukim Ampang,8/7/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-11-6,NO.70, JLN PERTIWI",PERTIWI INDAH APARTMENT,546000,2019
Mukim Ampang,8/8/2018,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H1-11-05,OF JLN KG PANDAN",MENARA POLO,540000,2018
Mukim Ampang,2/4/2018,103.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-13-3,JLN PERTIWI",PERTIWI INDAH APARTMENT,540000,2018
Mukim Ampang,24/9/2018,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"22,JLN WIRA 5",TMN MALURI,530000,2018
Mukim Ampang,9/12/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"B-1-5,JLN PERTIWI",PERTIWI INDAH APARTMENT,530000,2019
Mukim Ampang,27/11/2018,111.0,Condominium/Apartment,Residential,Condominium/Apartment,9.0,"28A-2-3,JLN PAWANG",VILLA PAWANA,530000,2018
Mukim Ampang,29/5/2020,119.0,Condominium/Apartment,Residential,Condominium/Apartment,17.0,"B-5-4,JLN PERTIWI",PERTIWI INDAH APARTMENT,525000,2020
Mukim Ampang,25/7/2017,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H-6-6,OFF JLN KG PANDAN",MENARA POLO,520000,2017
Mukim Ampang,7/9/2017,119.0,Condominium/Apartment,Residential,Condominium/Apartment,17.0,"A-01-3,JLN PERTIWI",PERTIWI INDAH APARTMENT,520000,2017
Mukim Ampang,18/5/2018,103.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-9-4,JLN PERTIWI",PERTIWI INDAH APARTMENT,520000,2018
Mukim Ampang,27/8/2020,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"NO.35,JLN WIRAWATI 4",TMN MALURI,510000,2020
Mukim Ampang,29/6/2020,143.006,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"15,JALAN WIRAWATI 3",TMN MALURI,500000,2020
Mukim Ampang,26/7/2017,109.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-12-3,JLN JEJAKA",CASA RIA,500000,2017
Mukim Ampang,7/6/2018,84.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"285-1-2,JLN JEJAKA",CASA RIA,500000,2018
Mukim Ampang,25/7/2019,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"255-01-06,JLN JEJAKA",CASA RIA,500000,2019
Mukim Ampang,9/10/2017,137.0,Condominium/Apartment,Residential,Condominium/Apartment,4.0,"D2-2-6,JLN KG PANDAN",DESA PANDAN,500000,2017
Mukim Ampang,28/7/2017,94.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"C-13-2,JLN PERTIWI",PERTIWI INDAH APARTMENT,500000,2017
Mukim Ampang,15/9/2020,153.285,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"NO.12,JLN PRIA 1",TMN MALURI,500000,2020
Mukim Ampang,14/8/2018,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"NO.19,JALAN WIRA 4",TMN MALURI,500000,2018
Mukim Ampang,20/2/2020,242.0,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"NO.7,JLN 2/67A",KAW JLN AMPANG/AMPANG HILIR,500000,2020
Mukim Ampang,6/3/2017,109.994,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"12H,JLN AMPANG",GCB COURT,499000,2017
Mukim Ampang,22/12/2017,93.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-14-2,JLN PERTIWI",PERTIWI INDAH APARTMENT,490000,2017
Mukim Ampang,1/7/2019,103.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"C-6-6,JLN PERTIWI",PERTIWI INDAH APARTMENT,490000,2019
Mukim Ampang,9/11/2018,109.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-19-7,JLN JEJAKA",CASA RIA,480000,2018
Mukim Ampang,8/4/2021,109.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"261-5-7,JLN JEJAKA",CASA RIA,480000,2021
Mukim Ampang,20/11/2017,110.0,Condominium/Apartment,Residential,Condominium/Apartment,21.0,"332B,JLN AMPANG",GCB COURT,480000,2017
Mukim Ampang,18/12/2020,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H2-09-06,OF JLN KG PANDAN",MENARA POLO,480000,2020
Mukim Ampang,14/4/2017,100.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"277-2-3,JALAN JEJAKA",CASA RIA,470000,2017
Mukim Ampang,29/8/2017,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"NO.15,JALAN WIRAWATI 4",TMN MALURI,470000,2017
Mukim Ampang,27/8/2020,79.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"253-0-2,JLN JEJAKA",CASA RIA,460000,2020
Mukim Ampang,14/10/2020,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"269-1-2,JLN JEJAKA",CASA RIA,460000,2020
Mukim Ampang,8/3/2019,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H1-13-1,JALAN 2/76E,DESA PANDAN,",MENARA POLO,460000,2019
Mukim Ampang,20/12/2018,103.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-2-5,JLN PERTIWI",PERTIWI INDAH APARTMENT,460000,2018
Mukim Ampang,7/5/2018,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H2-07-05,OF JLN KG PANDAN",MENARA POLO,455000,2018
Mukim Ampang,22/1/2018,88.0,Flat,Residential,Flat,5.0,"G5-1-2,JLN KG PANDAN",DESA PANDAN,455000,2018
Mukim Ampang,16/1/2017,109.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"B-13A-04A,JLN PRIA",BAM VILLAS,450000,2017
Mukim Ampang,5/7/2018,109.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-11-5,JLN PRIA",BAM VILLAS,450000,2018
Mukim Ampang,28/11/2019,99.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42A-5-3,JLN PRIA",BAM VILLAS,450000,2019
Mukim Ampang,28/2/2020,99.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-18-3,JLN PRIA",BAM VILLAS,450000,2020
Mukim Ampang,23/6/2017,93.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"255-0-1,JLN JEJAKA",CASA RIA,450000,2017
Mukim Ampang,25/3/2019,146.033,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"38,JLN WIRA 2",TMN MALURI,450000,2019
Mukim Ampang,20/2/2018,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"255-1-7 (CA 14-106),JLN JEJAKA",CASA RIA,450000,2018
Mukim Ampang,31/12/2018,109.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-2-3,JLN JEJAKA",CASA RIA,450000,2018
Mukim Ampang,31/12/2018,97.824,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"271-01-04,JLN JEJAKA",CASA RIA,450000,2018
Mukim Ampang,25/3/2019,103.68,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-1-1,JLN JEJAKA",CASA RIA,450000,2019
Mukim Ampang,2/12/2019,103.676,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"261-17-1,JLN JEJAKA",CASA RIA,450000,2019
Mukim Ampang,1/12/2019,104.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"261-7-6,JLN JEJAKA",CASA RIA,450000,2019
Mukim Ampang,4/5/2020,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"255-1-7 (CA 14-106),JLN JEJAKA",CASA RIA,450000,2020
Mukim Ampang,2/10/2020,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"269-1-1,JLN JEJAKA",CASA RIA,450000,2020
Mukim Ampang,1/3/2017,88.07,Condominium/Apartment,Residential,Condominium/Apartment,5.0,"J5-1-1,JLN KG PANDAN",DESA PANDAN,450000,2017
Mukim Ampang,5/5/2020,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H7-0-06,OF JLN KG PANDAN",MENARA POLO,450000,2020
Mukim Ampang,21/9/2020,88.0,Flat,Residential,Flat,5.0,"G7-0-3,JLN KG PANDAN",DESA PANDAN,450000,2020
Mukim Ampang,30/7/2018,89.0,Flat,Residential,Flat,5.0,"J2-0-03,JLN KG PANDAN",DESA PANDAN,450000,2018
Mukim Ampang,19/6/2019,93.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"C-13-7,JLN PERTIWI",PERTIWI INDAH APARTMENT,445000,2019
Mukim Ampang,24/3/2021,121.0,Condominium/Apartment,Residential,Condominium/Apartment,6.0,"NO. 4-2,,JLN AMPANG",CATALINA VILLA,440000,2021
Mukim Ampang,10/7/2020,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H1-14-1,JALAN 176E",MENARA POLO,440000,2020
Mukim Ampang,25/7/2018,88.0,Flat,Residential,Flat,5.0,"J1-1-4,JLN KG PANDAN",DESA PANDAN,440000,2018
Mukim Ampang,18/8/2017,143.0,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"NO.40,JALAN WIRAWATI 4",TMN MALURI,440000,2017
Mukim Ampang,29/10/2019,93.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"257-0-1,JLN JEJAKA",CASA RIA,438000,2019
Mukim Ampang,21/4/2017,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"255-01-12,JLN JEJAKA",CASA RIA,435000,2017
Mukim Ampang,2/1/2018,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"257-2-6,JLN JEJAKA",CASA RIA,435000,2018
Mukim Ampang,10/4/2019,110.0,Condominium/Apartment,Residential,Condominium/Apartment,21.0,"332B-3G,JLN AMPANG",GCB COURT,435000,2019
Mukim Ampang,28/11/2019,88.0,Flat,Residential,Flat,5.0,"G1-0-6,JLN KG PANDAN",DESA PANDAN,435000,2019
Mukim Ampang,13/2/2017,104.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"261-5-2,JLN JEJAKA",CASA RIA,430000,2017
Mukim Ampang,22/3/2018,79.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"253-01,JLN JEJAKA",CASA RIA,430000,2018
Mukim Ampang,18/6/2018,93.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"269-0-7,JLN JEJAKA",CASA RIA,430000,2018
Mukim Ampang,24/10/2019,139.0,Condominium/Apartment,Residential,Condominium/Apartment,5.0,"25-2,JLN 5/76B",DESA PANDAN,430000,2019
Mukim Ampang,12/9/2018,110.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"332B-9F,JLN AMPANG",GCB COURT,430000,2018
Mukim Ampang,11/3/2020,93.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"C-11-1,JLN PERTIWI",PERTIWI INDAH APARTMENT,430000,2020
Mukim Ampang,23/5/2018,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-19-6,JLN PRIA",BAM VILLAS,420000,2018
Mukim Ampang,21/11/2018,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-20-6,JLN PRIA",BAM VILLAS,420000,2018
Mukim Ampang,25/7/2018,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-9-6,JLN PRIA",BAM VILLAS,420000,2018
Mukim Ampang,30/4/2019,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-17-1,JLN PRIA",BAM VILLAS,420000,2019
Mukim Ampang,19/8/2019,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-21-4,JLN PRIA",BAM VILLAS,420000,2019
Mukim Ampang,13/2/2020,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-8-6,JLN PRIA",BAM VILLAS,420000,2020
Mukim Ampang,23/11/2020,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-18-1,JLN PRIA",BAM VILLAS,420000,2020
Mukim Ampang,2/1/2020,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"35,JALAN WIRAWATI 3",TMN MALURI,420000,2020
Mukim Ampang,19/7/2018,84.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"CB15-204,JLN JEJAKA",CASA RIA,420000,2018
Mukim Ampang,16/10/2019,109.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"261-1-3,JLN JEJAKA",MENARA CASA  RIA,420000,2019
Mukim Ampang,15/4/2021,93.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-15-2,JLN PERTIWI",PERTIWI INDAH APARTMENT,420000,2021
Mukim Ampang,2/10/2020,140.0,Condominium/Apartment,Residential,Condominium/Apartment,7.0,"20-3-5,JLN WICKHAM",WICKHAM MANOR,417680,2020
Mukim Ampang,12/10/2020,93.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"283-0-3,JLN JEJAKA",CASA RIA,415000,2020
Mukim Ampang,23/5/2019,104.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-6-6,JLN JEJAKA",CASA RIA,410000,2019
Mukim Ampang,27/3/2018,89.0,Flat,Residential,Flat,5.0,"J3-1-8,JLN KG PANDAN",DESA PANDAN,410000,2018
Mukim Ampang,13/9/2019,84.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"279-1-1,JLN JEJAKA",CASA RIA,408000,2019
Mukim Ampang,20/2/2020,88.0,Flat,Residential,Flat,5.0,"G5-0-3,JLN KG PANDAN",DESA PANDAN,405000,2020
Mukim Ampang,14/8/2017,88.0,Condominium/Apartment,Residential,Condominium/Apartment,5.0,"G10-0-8,JLN KG PANDAN",DESA PANDAN,403000,2017
Mukim Ampang,27/8/2018,99.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-6-4,JLN PRIA",BAM VILLAS,400000,2018
Mukim Ampang,5/9/2017,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"271-1-1,JLN JEJAKA",CASA RIA,400000,2017
Mukim Ampang,6/11/2017,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"273-2-2,JLN JEJAKA",CASA RIA,400000,2017
Mukim Ampang,28/8/2017,93.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"277-0-3,JLN JEJAKA",CASA RIA,400000,2017
Mukim Ampang,26/9/2017,100.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"281-1-1,JLN JEJAKA",CASA RIA,400000,2017
Mukim Ampang,1/7/2019,79.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"267-0-4,JLN JEJAKA",CASA RIA,400000,2019
Mukim Ampang,5/7/2019,93.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"271-0-5,JLN JEJAKA",CASA RIA,400000,2019
Mukim Ampang,7/11/2020,109.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"261-10-8,JLN JEJAKA",CASA RIA,400000,2020
Mukim Ampang,16/5/2017,86.0,Flat,Residential,Flat,3.0,"47-1,JLN PERKASA 9",MANOR APARTMENT,400000,2017
Mukim Ampang,26/8/2019,143.066,Terraced House,Residential,1 - 1 1/2 Storey Terraced,1.0,"57,JALAN WIRA 1",TMN MALURI,400000,2019
Mukim Ampang,8/5/2017,285.76,Terraced House,Residential,2 - 2 1/2 Storey Terraced,2.0,"62,JLN WIRAWATI 9",TMN MALURI,400000,2017
Mukim Ampang,2/12/2019,138.0,Condominium/Apartment,Residential,Condominium/Apartment,19.0,"H2-15-1,OF JLN KG PANDAN",MENARA POLO,400000,2019
Mukim Ampang,22/5/2018,88.0,Flat,Residential,Flat,5.0,"C2-3-9,JLN KG PANDAN",DESA PANDAN,400000,2018
Mukim Ampang,17/7/2019,88.0,Flat,Residential,Flat,5.0,"G4-0-1,JLN KG PANDAN",DESA PANDAN,400000,2019
Mukim Ampang,5/11/2019,119.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"A-9-2,JLN PERTIWI",PERTIWI INDAH APARTMENT,400000,2019
Mukim Ampang,20/10/2020,103.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-15-5,JLN PERTIWI",PERTIWI INDAH APARTMENT,400000,2020
Mukim Ampang,10/11/2020,89.0,Flat,Residential,Flat,5.0,"J5-2-6,JLN KG PANDAN",DESA PANDAN,400000,2020
Mukim Ampang,6/9/2018,89.0,Flat,Residential,Flat,5.0,"J6-0-8,JLN KG PANDAN",DESA PANDAN,400000,2018
Mukim Ampang,6/7/2017,99.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-13-4,JLN PRIA",BAM VILLAS,395000,2017
Mukim Ampang,18/4/2019,109.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-4-02,JLN PRIA",BAM VILLAS,395000,2019
Mukim Ampang,10/3/2017,89.0,Condominium/Apartment,Residential,Condominium/Apartment,5.0,"J4-0-3,JALAN KAMPONG PANDAN",DESA PANDAN,395000,2017
Mukim Ampang,31/12/2020,88.0,Flat,Residential,Flat,5.0,"G4-0-2,JLN KG PANDAN",DESA PANDAN,395000,2020
Mukim Ampang,31/12/2020,88.0,Flat,Residential,Flat,5.0,"G4-0-2,JLN KG PANDAN",DESA PANDAN,395000,2020
Mukim Ampang,13/8/2018,109.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"261-2-8,JLN JEJAKA",CASA RIA,390000,2018
Mukim Ampang,11/10/2019,79.0,Condominium/Apartment,Residential,Condominium/Apartment,3.0,"253-0-5(CB15-002),JLN JEJAKA",CASA RIA,390000,2019
Mukim Ampang,7/1/2017,88.0,Flat,Residential,Flat,5.0,"G6-1-2,JLN KG PANDAN",DESA PANDAN,390000,2017
Mukim Ampang,12/11/2020,94.0,Condominium/Apartment,Residential,Condominium/Apartment,18.0,"D-9-7,JLN PERTIWI",PERTIWI INDAH APARTMENT,390000,2020
Mukim Ampang,17/12/2018,78.0,Condominium/Apartment,Residential,Condominium/Apartment,23.0,"A-00-2,JALAN 1/76E",MUTIARA UPPER EAST CONDO,386000,2018
Mukim Ampang,10/1/2018,109.0,Condominium/Apartment,Residential,Condominium/Apartment,20.0,"261-16-8,JLN JEJAKA",CASA RIA,385000,2018
Mukim Ampang,18/1/2018,89.0,Flat,Residential,Flat,5.0,"J3-1-7,JLN KG PANDAN",DESA PANDAN,385000,2018
Mukim Ampang,16/6/2020,89.0,Flat,Residential,Flat,5.0,"J4-1-2,JLN KG PANDAN",DESA PANDAN,385000,2020
Mukim Ampang,20/11/2019,93.0,Flat,Residential,Flat,3.0,"23-3,JLN PERKASA 9",MANOR APARTMENT,380000,2019
Mukim Ampang,22/1/2018,87.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-12-1,JLN PRIA",BAM VILLAS,380000,2018
Mukim Ampang,26/8/2020,109.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42B-17-5,JLN PRIA",BAM VILLAS,380000,2020
Mukim Ampang,8/6/2020,109.0,Condominium/Apartment,Residential,Condominium/Apartment,22.0,"42C-8-2,JLN 1/75C",BAM VILLAS,380000,2020
